tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,CMnGnca3lXh0lDgyqqlIyyO8xfAEi4BywVGaDjrQWWCka1xMR7ewje8Y4A,yu yeshou,281,128,97,False,False,False,False
GRANDMASTER,GjYOM4MU9p-UR8HEaLiUXpJxnpCT9neNpmFGNNzOxIEKaW4ESes2mxz-ag,들을수없는사람,302,77,53,False,False,True,False
GRANDMASTER,U47NQmoYGsNVp-KALqlZUyWgRPhWXHcMl9UrOqA7UY7-eF0,다이아는죄악이다,241,73,62,False,False,True,False
GRANDMASTER,sSW0EJ_IXtp1EmCzoq-mbzFwDThF4W4bPrbIYPra1YMbl4k,엠포지,204,80,65,False,False,True,True
GRANDMASTER,kJIxY2PTFrVyUZB9naxZoXTgT8AD2STi84eyQt3iU4GRNi8ghhHzUzO5gw,첼까지닉변안함,217,100,88,False,False,False,False
GRANDMASTER,Q8vfU2ZcB3-j9yMS3fuARRCVrCBP7M4cGcuMFbg1p2IZq5E,Stay Home,225,56,45,False,False,True,True
GRANDMASTER,qZY0oX-uglXA0AHzNHbH4iQNjj_RAbERgdXwNnX_0TcZPaQ,The life goes on,208,68,50,False,False,True,True
GRANDMASTER,HwF_TonzTfIzZUJ-LTVCiHMBt_zOxEux1T_IJ_C8soit_gY,V5 Rlch,312,73,71,False,False,True,False
GRANDMASTER,m28y1ushI5b6X7bY2zDfA4NALATMFHvssxO_84EHLjbfO6fthzqAXRY6yQ,huya xianfengAhn,303,86,65,False,False,False,False
GRANDMASTER,JXQOO-AfQfc0lKENzG-C7YMgJQl3Buu7na1I4_3dXN9kAVs,Guaqi,253,65,56,False,False,True,False
GRANDMASTER,SKTsPHXndWdA0GfR2VgDzlnPkg7D4x-2NEEaulm5MxUFpJ0,By 불비,468,168,154,True,False,False,False
GRANDMASTER,ADdsZXSbWvXvRNA1Xv6bRWd84_pBwS6Yiy3rOzEpz_GJa29h,레이븐 페르소나,382,86,64,False,False,False,False
GRANDMASTER,mNcX5d0JKL5CsaMWtYftJ8kgpdDVY-W5G9UKgz4zRb2KAH33gbguiKwAXQ,T1 Poby,215,112,102,False,False,False,False
GRANDMASTER,3T-PBkz-m9xGng_W1ewuqCka8McEYe77XdFAWJPWg_bjUTuMGXL9vcit-w,브레이그,209,80,63,False,False,True,False
GRANDMASTER,4asS25GUHgsHwmC3vtyxbNapMwxQE7nb9y4FK-aJPIy1-aNNmzGlCnfNvA,CscyDzhbzBZ,311,73,58,False,False,True,False
GRANDMASTER,V8GmB3ilqlgKULk9HfcEKYFBgn5UVQ5F4aH_-f1PGw3SmEGS_v8vNW2URg,ynnkaa,259,147,131,False,False,True,False
GRANDMASTER,99cr2STJqruH0zKWI4OwV5FY028JyTLp962dTyyg1EnEVaY,은하수의 별,305,54,36,False,False,True,True
GRANDMASTER,qM5ZcG-OZSHcOwy32C7kvsIRg94vOrM8xA2MVOp01Wz42TI,괜찮아나쁘지않아,296,137,115,False,False,False,False
GRANDMASTER,Isc71Vxf-AswQ0kE8mo9Kd-W8dKhg2oS73l7P2AvPz637g,우우리,201,135,122,False,False,True,False
GRANDMASTER,3WqfutlKguMscDiW4OYpr-zri8Qf0PX1KvGFKRU7DJkoyF8,에 넥,248,83,77,False,False,True,False
GRANDMASTER,Zb59m5BLaLRcpwB238jibfA76bdJztXjpKXrRdw5vRRLS21XryjTUArP5g,농심 바이탈,267,74,67,False,False,True,False
GRANDMASTER,cX-KDVucjhQbOMXv2Ta1qkk7oLhhEeJ-5sHZgNuz4KtgHbqHOH3JryaLLQ,ClearLove9,225,180,163,False,False,True,False
GRANDMASTER,3N_N2KFmCe7E81eZO7bI6FnkvUGcSe4kTbkQscUOmFIxQ1A,Chain of light,240,215,208,False,False,False,False
GRANDMASTER,ByvFrBZnaQ0_ZT43N9c2-37uTlqkcJ0gr4TBurh8464OGww,K T,295,86,78,False,False,True,False
GRANDMASTER,kRJ0q-Cv-C6-nxAGBj1I5GkVIbCrrr_jLAMgxj6htiUtFdQ,fengdeyanse,262,153,141,False,False,True,False
GRANDMASTER,x2GnzO1LxuDoBdZHQuUN9_PP1hreOkNVOZ3dPCRWLcVllJ0TDOwguh8ytA,cuihuibin,246,68,53,False,False,True,True
GRANDMASTER,91vF4iCttllU0bkbgUONELmBV8ysy5KL3gjhcCX5PwXLkqY,치즈너구리뽀실,395,78,61,False,False,True,False
GRANDMASTER,vWtdF62s2AgFbUzAPROj9bS_yhTJRiA-6-mbSyKCysfLrtLz_pZHEeRqLw,Luckyy game,269,125,106,False,False,True,False
GRANDMASTER,OQG3OExIV5CasNrJb7VvW-8dHTN618vA_qVrWgr-pdiohxUG,DBZB3OT,202,49,27,False,False,True,False
GRANDMASTER,H222o-J4IlotLFtc5z9hPLx4emmKLelz2ek_huMKoa00FUUOxVXNC5jdaw,Reve Bonheur Toi,244,68,55,False,False,True,False
GRANDMASTER,t9lJC2awgfC5UsiGugniOm7Sg-lmm4EInIOjA4b27N7ZtRedvyAAvXkRyA,폴 루,233,154,139,False,False,True,False
GRANDMASTER,HrMClBZbrQnlJPHn8t_4JxkUDuDLiFfv-N-yEglE0zR9Epc,이펙트1,373,100,81,False,False,True,False
GRANDMASTER,6UUEXNRHkoodllKk4NUdYmbmv6Zaoi7Nt-DnS8pslFqlYOr2Kol0Xduayw,천하제패일기당천,325,64,50,False,False,False,False
GRANDMASTER,eO4HH5SgrtYM3y9ScT3crtXO8FSkTDyw-mjxMuhZtruwWqY,우찬굳,434,41,21,False,False,False,False
GRANDMASTER,pRG7xrqHrAsZQs9ldydO2xUtRwGCkSi1rrI3ZmDEckygKuc,Msyccc,126,170,159,True,False,False,False
GRANDMASTER,Tt7i3XAfwGV28P1yGdYtoJ4W_Lm_nnYEIBOTSARc4Fm-PAc,DRX 홍창현,359,96,85,False,False,False,False
GRANDMASTER,LpktQy27UTkEXDpfiERFTQXDqtHRWh-m_An8g-EWo0YHKRhbLnWEroJOGg,Lu Guo ren jian,280,78,64,False,False,False,False
GRANDMASTER,swMEGakbDrok1lvNAxk5vJGa4iSr4aaJoUWv9Tv4O4tW8A,강혜원 fan,202,68,57,False,False,True,False
GRANDMASTER,RKntMP3_u0_A-u88E-bjLNIMuhXZvDLOW4dHaa9a9Rx_VZk,소매치기 준형,325,92,68,False,False,False,False
GRANDMASTER,n4ohbwdLg2Aak3p0QdPJEZiBQVyzk816PFjQZtbCihgaodg,탑딜러,241,79,60,False,False,True,True
GRANDMASTER,o60ZWYt-CNctCqDRzXvQ78uALuSnNRI6VCn9d3iVWnnI2pU,백상휘,393,105,81,False,False,False,False
GRANDMASTER,V6JF5caFzcVFKWDtd2IEKrLxUd1QYiaZzGGgPd3aj0yE-Q0,징징문,499,126,115,True,False,False,False
GRANDMASTER,UBjVcSBe8gLgKyFxEWrKq6jlHEtgocW3Kx6_ngJfT9kBcQs,여행 떠나기,298,68,47,False,False,True,True
GRANDMASTER,gD_fvECOMYAshTax4no3m5tpQA7v5Ls4LiBnp14oT2FOito,더블큐티준서버거,439,71,46,False,False,True,False
GRANDMASTER,3If2do_zwhYTWnv-CkSDCXvKZo510-wiN0nBdIeq93NBqA,넌 정말 섹시해,250,62,33,False,False,True,True
GRANDMASTER,WQAk4QUMo3eg2QyvHlD3Cj6pz2xWBVsdvjCpM7EIWKTgpbBIa4q6260ZBg,yesdong,214,81,64,False,False,True,False
GRANDMASTER,kGxC_TCK7B3KuTEe9EacZoEXJS7hvdtjzdJ8bVP8e2fpZ6g,북쪽 끝까지,303,67,51,False,False,True,False
GRANDMASTER,ZDcLs-NrfYFaQpkyXiw8PSroqoURcQuPMoE1cpK8EcbZ3NA,레전드오브롤1244,360,63,51,False,False,False,False
GRANDMASTER,nKQxOf7jMBDQo-_BIL_7bOB2u4pFK_jfYjqdNnF3u0ibG4y5,Saebyuck9,344,61,48,False,False,False,False
GRANDMASTER,RM_QAgDr3TTwB5rXO6iwkr6PBYDjz6lVzoEy-jB02dyBAwI,Pekora Gura Aqua,231,62,48,False,False,False,False
GRANDMASTER,YLbSFWfJ1kGWILB0j6ad6ENCtbpZE35r0_5zKS2YcjesLmxW,동대장님,278,172,147,False,False,True,False
GRANDMASTER,K7GYbKSsMvdbLcnFi7qBTnTt5q8vh_w03FfZJvPTd_ojw-8,IRIDESCNT,450,154,125,False,False,False,False
GRANDMASTER,b951bz_EBT92yWYH7iliT2qxqyETWesZ33e-ZRbIyXUaozU,천 꽃,273,101,76,False,False,False,True
GRANDMASTER,qn3Hu5dubhb2L10CKDtxGrj-HQpRZE7jcY0aHhVqnlSbib0,고래 칭찬하는,174,99,85,False,False,True,False
GRANDMASTER,qdBOrVEzPuqzWaFFi8p1vkievrCHI0_-vfWw0mx25bK3cVQ,김도칠,395,111,87,False,False,False,True
GRANDMASTER,n7W766_a_gPtfhhrF3YZGZZkOcoFMfd1bV_pGygakKAcxg,언니우기,283,80,69,False,False,True,False
GRANDMASTER,QwFIppdNuvnSprmnIoGm55gR4i-taNqmt7G5RwjcJ7032xCNRYqNLSGXwg,zejingxingnai,403,110,96,False,False,False,False
GRANDMASTER,5uWD6dlOWZLFr1Cwhb65UTQrgPetYG7zl0v4UWRVWT_CVEol7lh8UKmp4Q,율천고 김솔빈,205,161,147,False,False,True,False
GRANDMASTER,GlbViS_YsVAnF48alsSZ9Rp0qwfBybTW3v1RJ17ETPv9hDoZlJGK6XZIdA,Feistyy,395,110,104,True,False,False,False
GRANDMASTER,tq_0ZQRcQggsBzzNLzo9H_BPx-xdXQ3vFIdu0prjDz-QvqrKSEhqb5Suvg,꽃바다인질,436,66,41,False,False,True,False
GRANDMASTER,38Qf6SftPT3MVpIEgl4iobV8rJs8SM5mUlA0-fpS-plRaKQ,규 보 리,248,108,98,False,False,True,False
GRANDMASTER,oclsG7UkWwGD2GynB2TbXxr95-cms26CpL89zYmpHp2cbn4,Qusiba daye,316,80,52,False,False,True,False
GRANDMASTER,bbc5YM3RrdWuxLnwQ-H69JzQz7IKYeLFsuwHKsk1kSvnAS8,쉔글벙글,214,46,27,False,False,True,True
GRANDMASTER,ClPhe1FbilOQnED9mZ1Q15ULJsXcoG7Co5802d261uEK3RI,vanpa,360,96,86,False,False,False,False
GRANDMASTER,a9RmHmSlh8p4_3zGg4i-vsAtNP_PXyFqWqP3foW_P7tuU-4,lIlIIllIlIIllIlI,249,33,16,False,False,False,False
GRANDMASTER,Q2oUc-m-qwSwpT0T9a-cAiTArNH-5e_pufEu0Dd_hPHXnJ4,DoDohyunhyun,210,111,77,False,False,True,False
GRANDMASTER,YJgIEXdCIf04TH5EzPMVggumM_x8II2j9QC8LSJQ1g2j20ZSuD4NLEDzaQ,Drizzle1,215,77,65,False,False,True,False
GRANDMASTER,Hbt3zJKPWdDkUgILmtrH99Pw-ZsnRyMn_pmU3G2__3Y-KdiamqT4aqHCwQ,모티포마,200,78,48,False,False,True,True
GRANDMASTER,kciTEzbX83BjlnMq6fxeU8sPy0lURs3Sa8DzAWKF5RzFA_5eX9qrHoZnOA,와리가리 피하기,245,129,116,False,False,False,False
GRANDMASTER,Ab294FwrsxyoGdCiATAmwiLLewpSmH2BN6izDmFWTAwkgPI,전설이 될 남자,268,300,291,False,False,True,False
GRANDMASTER,95g_a0D8H56ubz3H-Lm85NBSk-iIVddo_dkS3Iz6jAAq7r6g,크로꼬,367,59,46,False,False,True,False
GRANDMASTER,AvpsX0D2j9Vo_QS1p_ihBw1kDe44nMzFGDwbeTDQP4IR5LA,JG24number,362,171,157,False,False,True,False
GRANDMASTER,Q-LlC6reP3-hrkDRc3ZU02FYA0p_6cQk9I6VKqmjDs1bfh8,U Han,207,66,50,False,False,True,False
GRANDMASTER,C7alPA2NEHlDBKg1_BUa_U3Aqak6AwmjSrNWGkbSF0RpbDyuRpLnJR5hFg,Estoy muerta,368,136,122,True,False,False,False
GRANDMASTER,_GUveu-nh2PfgsXvrlOt4NNg7M0wRDcNVkuCvVH8c0wWOKrX,BT Dosa ,364,156,143,False,False,False,False
GRANDMASTER,RKIrGpHSz9A74ktlFF3hirFYNSwzPl8yaPkuSB7Y3QYh2G19YFIBu2pVEw,Iove poppy,274,114,102,False,False,True,False
GRANDMASTER,A9vRMWWBo4vWun-5KUkmLIoBLa96YisyPiGySyfxDoS4244,누쇤퍅,472,182,170,False,False,True,False
GRANDMASTER,Babgyd975sOFlMVZmHXNzG_QBlZIP1IZL_47OGn2qouG2io,우리라인은게복치,264,241,202,False,False,True,False
GRANDMASTER,TjCYA1QFLJnwwWYGDQA9SqAEtrNNq1puYAM2tmb4zVf5FYU,Fayer,215,81,61,False,False,True,True
GRANDMASTER,IQzhutUt2EF6oVvTt1sGaX7e_6Ci4I5T0j2Kw2EBikqZgN5CvSiDDbTfNA,yinheyoujikexun,250,133,129,False,False,False,False
GRANDMASTER,7-T0-3F9X90gjs0uZObxtn93PmR86hf2jCn4t5RKCKoAk88,뒤로 물러나다,309,45,31,False,False,True,True
GRANDMASTER,Ehzcr4OUXfe93jFOFDFbrjsW0xCcMoP_AnlAx13vP6Z7Z7Z4NlzKAfO0GQ,마스크쓰기귀차나,231,219,201,False,False,True,False
GRANDMASTER,_kT0x2M5b_Dga5tn6rV7_Li59y1yfqKeLCfuXT2cForAJjg,wdbyzmw,224,74,72,False,False,True,False
GRANDMASTER,pxEAS91QhdDu0IpBO7PktMNea-jxaA5oPiNgStBfypyehEc,권라떼에,239,125,107,False,False,False,True
GRANDMASTER,OWDEIHVSeRzndhGgTB4yuehEMpkgDqBjrhuabkFwKNC51n8,따봉 람머스,217,100,95,False,False,True,False
GRANDMASTER,for1x0apXv8zFlrTbAinpm82alpDhdt2rjHdI1we17eBUcg,MIDKlNG,353,44,23,False,False,True,False
GRANDMASTER,orICRhnMOf34R7CaY6Hz9xLuWzOz7gdqqr-tc4vOJDtOFLkjkCbKbYDAug,dao liu shi jian,450,149,128,True,False,False,False
GRANDMASTER,P9mT8YmZfcb_BeB4OwpRNSYnUVhc3xr6ZaI-Vzy9gLkQul9GGZ4GVWUlcw,zhonglexuruosan,429,75,66,False,False,False,False
GRANDMASTER,HeyvrDLvZQsgGk6Flsm6WpSXHRPwGzA-wL8Rr4xvit8YwokSIsFrwSDpdw,Talking sh1it,190,76,53,False,False,True,False
GRANDMASTER,5D3PTgrSzyMRfI-9sXnT5oFT5Yt1MSvmBT-kJTOz_HusUyM,FA Decky,325,71,67,False,False,False,False
GRANDMASTER,zDpB5OL0_lLuRR9xIsCGG_UQBzmVX_A0F4B2Tr1IgADEc3Q,VG 뽀오,218,65,44,False,False,True,True
GRANDMASTER,kMkqQrfDK9vK0RnkZ6ZmRETgeOKOkR4fSMv97zAtzRbDY58,M1nit,401,91,70,False,False,True,False
GRANDMASTER,N5T86LyzdoD1hUcSP6I-jeu8Wk447pYe29AYyUafJKUmX-o,dia de sorte,285,285,277,True,False,False,False
GRANDMASTER,9KDWl5tCY5T4cnAMuZpHre94_TLI8EDOjUtmtwxetlKGuVE,야옹히,258,97,77,False,False,False,False
GRANDMASTER,qHSuW0DNN8iGVKenjX-IEyukaoPDIlkeHFoWl6mvoRrz0nk,cold skin,216,30,13,False,False,True,False
GRANDMASTER,IZOStxUz3dTVT3lVjEUI4cEO1gUpd9GgmfIukgg3N9b27Hs,처피뱅 카와이,323,88,75,False,False,False,False
GRANDMASTER,OyyS2G_nGMscWj4hegFh23TwHb5cLp1gyL6CjieAoL-Zxj9udwIAhG-k6Q,ajfafjasdkas1,340,179,159,False,False,False,False
GRANDMASTER,Fp2EVg5zCXoxJAalgLdTaKsXaG8eqmGbIVY85pBJzcEryL0,T1 Venus,350,73,57,False,False,False,False
GRANDMASTER,0AaSymyhbQeBWWJK1TjZmcef0POxVlgKZxS9PoygqvNFDIFm92Rf8OaxOw,6522654,200,157,149,False,False,True,False
GRANDMASTER,BlG1RK-HC9joG1aM9C7juE43TAo20Mv7OjOTzxngzrQPNCo,포퉁이,252,81,70,False,False,True,False
GRANDMASTER,BG1biHLU0oln-Myqg3V-uxH_14lSeHySfdn4VwqGn-8Z1cw,3donghezecaoxian,177,50,43,False,False,True,False
GRANDMASTER,BsssaEpWHW95nwj4dO9WaCLzWWRIxIoWKtOyIGtif7l026o,05 Irelia,214,104,84,False,False,False,False
GRANDMASTER,yPH4Xy3h-ckCD9_aB-L6AafhF6glMS0J-2o3uDUqTiGrpec,xiamulan,410,210,195,True,False,False,False
GRANDMASTER,_FDAG0DZv97FFVmhRuMg6FmgcOTSO7Kb1Svgcau56GqdrmMImjHhf1uxjg,gdfrwfc,232,100,74,False,False,True,False
GRANDMASTER,IW3PUL_7qsAlBpE9dPbXQY3-6qQ81QfzmDHRgPUzV1g8GwWqmPjnwZIIlw,ldmzz1,268,123,124,False,False,False,False
GRANDMASTER,CLd6vbCnFddP_9EgSpw0rO_uDeiFGRGV3dIUNN6qPSBT-6R-bNJi_LoJdA,감정조차없다,435,80,51,False,False,True,False
GRANDMASTER,A9rYKkoFTfy0q4PLVf6scsxI-9unsiLCbW7pN-xsebdNVAA,chen wu fan lan,189,80,68,False,False,True,False
GRANDMASTER,YgskYfKHXGeKHY57NdlGUCTGm_aIuT50x0aVAGX9NeU4rQ,ASDFQWERH,135,155,142,False,False,True,False
GRANDMASTER,-WljxMx2iFRZYucd73AMqIA7oeoW8nyUElNmJtRac69XhVY,한바키,276,50,34,False,False,True,False
GRANDMASTER,q6_szxTqdbA8S5QJzNqWxHXleVBnRib-4qMBsNWJJZR1aUWSO3beQ5l8OQ,Top clown,458,123,105,False,False,True,False
GRANDMASTER,wHV2rBk6yBiFYJYyQJbUPhbtiLP2vjrUrmq1QBT0nD0YDEc,KDF BuLLDoG,448,88,71,False,False,True,False
GRANDMASTER,cBYhMXJFfjc3RatXy3Z_c6OaUqe7BsHGBWgjoDmo8ZapWA,Uarein,272,73,67,False,False,False,False
GRANDMASTER,bXz7AT-wNjzUesriK06lIxqzA9xRc4GHC2ni6y5m6CUoq9E,xybbb,272,189,174,False,False,True,False
GRANDMASTER,Ao4fwI78s-rOm032hoXAkJxIbab5yziWi88h9E5WpoAiIRk,1998zhg,208,38,22,False,False,False,False
GRANDMASTER,EhQDIMok5QQcF3ECHlGQFFRlWRR1fR-0HKLIfwdsnxo_4kaOl4qR_2_jFA,aeinnej,218,216,206,False,False,True,False
GRANDMASTER,dnk3rmDG8C0Gw8q5IGFhzbHPnLQAzA_MdtTcMCtOszRTSr0,탑 가엔싸개,388,59,43,False,False,False,False
GRANDMASTER,yivIg1HyG0K178khYoAZtAqSmdDoHN5sorpxhcWaH_DOOMY,Nation Blue,309,176,170,False,False,True,True
GRANDMASTER,U8mjj_NVjHrG3HHy59YjYMz40ig0WVwqbCvRK_7aFMwwiCw8RNH15T-kIw,넌 별로,218,94,76,False,False,False,False
GRANDMASTER,qbmPsPAqshlyManuEA3oaFGZwkG7TZsWDJmI3JrahGxQOZ0,달인 카직스,430,161,139,True,False,False,False
GRANDMASTER,zbNWLsmlFVWDHIX_ffWETg-ejt1BXC2254LuMvGMatKAARs,크리페,247,64,48,False,False,False,False
GRANDMASTER,UWqWfvKOA8ojEqk0ZX05EEATNgo6MyjSYvS-2bxXca7sVA,킬러톱,417,155,143,False,False,False,True
GRANDMASTER,Uofs9MpG7lYsrgD4zt7p4EZW4pH18_RX8BYMx5EBhSfuOao,롤브라더스 검색,223,43,20,False,False,True,False
GRANDMASTER,ACSyUEp7t7c08q_H3LDN79mgPjIlGTU30gROawhdBRNSfzE,1000bot,205,68,55,False,False,True,True
GRANDMASTER,jV47sSdbwqocjCupBfcTv-dhXGT5pltrXy14VWUIkkqJ7iDn2sB1BtfF6w,Ke xi mei ru guo,365,124,114,True,False,False,False
GRANDMASTER,w46_ta8YrKPDwmyT3IfGhDMRql6-MifgKA52-gHo34FUMbUM,웃는걸까먹은남자,242,54,31,False,False,True,True
GRANDMASTER,7YrrMF_7dZGKQgrGlJzel8LK52VzJ_btI0gqHJ8n0DXSoQ,고길동의마스터이,268,101,83,True,False,False,False
GRANDMASTER,BvKDHVamyeh0QzI0vMtfkTbmq7462HPWzzTSZmVPAEnGN7o,YouTube 짝강,391,110,95,False,False,False,False
GRANDMASTER,wpbYwZifs9wLBTbVj2PllaIU96D4bCvmx1AqPVkFkPKuzXnOlFX3RJ01nw,한없이 짖어,200,66,55,False,False,True,False
GRANDMASTER,GiCQ0tnNpqSxrXrVtOwwiwZpBboQCzxkyTmsOxQHauaJRQBi,주상이의모험,263,134,112,False,False,True,False
GRANDMASTER,rmFpOyNeL-EpwBAs0kl2D_pBYIZ4hIBj_ZUzcf5oNj3K53k,한없이 소중했어,230,115,102,False,False,True,False
GRANDMASTER,lMM_vHa7BmBHuw-Te-zMy73pLONhKj09Z330KNke3MVS7fI5eW9yPkaRtQ,zhiwozuiwo,372,69,33,False,False,True,False
GRANDMASTER,HCkWDb9XhYLd9smVOW0WqFve9q4y1I6QStlHzjFunXzFzXCD6Su9kZXxWw,나솔직히무섭다,200,91,77,False,False,True,True
GRANDMASTER,OXpQC_mG49JGlBotCkATkeK-yBcA8dZJNa_Qioa_THSyswKBGTAo3nY3Kg,oIdmaybe,231,35,17,False,False,False,False
GRANDMASTER,8GsJPRm9ouEZqYqY0eLSJN00Umw_X7B8IhUXXbgziumbFg,daesam,211,82,53,False,False,True,False
GRANDMASTER,L20BTcDFD6NFYLCuqJm3s5M2vxdywTO-CJZ_YTI6Wl1i_3Y,HwayiWY404,209,86,71,False,False,True,False
