tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,KAQ9SyzSwgVgLugd3rgkm7q8BXHkjz7X_gRC4VK5l9g2ViZwXdXVHKDX1Q,wdscsafdasf,401,62,28,False,False,True,False
GRANDMASTER,LajQNxv3I3ghUoQqt-Wgaoczl4zMTGL-N2PMHSxaB7rVz-w,종글인,205,121,114,False,False,True,False
GRANDMASTER,6aXNcSyqtr-KSGRhErfs4KsdElfkLqZWuXNucZU4ikw9_-k,진짜개못하는미드,317,151,131,False,False,False,False
GRANDMASTER,R7AIPWGFXiSWggICa05orL-hxNdX4BerCmoiBLR6kdticA8,Uzui Tengen1,209,52,32,False,False,True,False
GRANDMASTER,5hmZPABTyZGPJzx41h5gKYI_nC5TfBh7C6_jDpFNyZg-bno,내옆에물컵,401,85,77,False,False,False,False
GRANDMASTER,8tTDAZ3y8f6WRHQJRBM-Dbu9MC6b2YTZ4phynYkejJU5P8U,aduiduidui,249,91,77,False,False,True,False
GRANDMASTER,3_anEQ1MNEYZv0yN6iRvGlUnXCH3vCx-0E4bnySWbAz6w_9WyXuylx1Ang,bilibili23918786,475,132,81,False,False,True,True
GRANDMASTER,PBzlqWxBjZXbE0NY8QeW6Wq4ii4d0xsP3HCP_DNYbfwKXrg,늪에 빠지다1,334,44,29,False,False,False,False
GRANDMASTER,EBNClSlf8VXCyA_LJqPAE1rurjqW9X0Kkty55Kd0axz1LOk,떡상할게,201,128,115,False,False,True,False
GRANDMASTER,fa5b-fV4G501Z6YiGAsNn26GjLcoY3eNSgWWXKgH0tuWjj4,Introverted Ornn,215,87,66,False,False,True,False
GRANDMASTER,OWyiHv5l1SR9Wpp1tq1okfP22sTI6grXFxwvfo4JI3NzfRY,연애혁명 fan,213,129,101,False,False,True,False
GRANDMASTER,fst3UCjzkMk6vWLye81_7aMtpO74uhIiYX9QKG-Z0I0irwCcOtYs6zrqWg,Jg Gaper,422,152,139,False,False,True,False
GRANDMASTER,7SPubs4ZXVz7FRfWHvjo52RooByROVUbyKe0J_1AAwdlgtc,kfo,501,184,174,False,False,False,True
GRANDMASTER,w48lN5HxjzGFVY0erXKM9XCo3qKGSWHVQ2ljWhrkrjc7BC8,IgNar,473,131,125,False,False,True,False
GRANDMASTER,PVV3jbidv4ri_NlGDqvTxn0IGEk1j_Tk8ewSMrGilnmRips,버리기 장인,213,106,91,False,False,True,False
GRANDMASTER,bz4oCedfvmVCos-r02Wgkg-OMFVB4NPA0h9ZBV1yp2-KQ5jv7g09o8zYaA,Gen G Poo,230,117,98,False,False,True,True
GRANDMASTER,Tm1yf9_LsJ_S_zJlwZHZw2Cryj8lN_IlZ18DKuwrMOTTocU,숨바꼭질,488,92,76,True,False,False,False
GRANDMASTER,ug0VMhB_oAjfzVE6D0bYL3FY4QVi6craUDpRD4TNPSM4DAA,간절해야 하는 법,331,97,85,True,False,False,False
GRANDMASTER,XHtPSQSUYSOULLzLkWWNbamR7OrslvUy2V1Im4BWMX2ECI0,단백질도둑박종우,267,104,87,False,False,False,False
GRANDMASTER,zzbtSSIvfd_oMICHv5OTp8se5ieqghnOt_9iy8vBXHBbwrChQP7rlHexxw,yishannunuhao,235,76,44,False,False,False,True
GRANDMASTER,QKhZwxCZgn46wJKJnqMDkLhyUecp8KqX8ad8SfCquUPalx4,그땐 그저 좋았다,323,65,48,False,False,False,False
GRANDMASTER,1Z69nE77oi3tOSrhe0jZq46c7dwShGnWlVx6Bv_KM9jvA_s,1go1e,301,97,70,False,False,True,False
GRANDMASTER,MftZhe_-gmTuLpBFiGJYi8Y02dedCd-YgyHrP1z39kQpVVt7,펄기아1,132,195,196,False,False,True,False
GRANDMASTER,oOr_A5B-6C8HEj7igVyV7MB4vlJgGtfsW6z23HpdAX3l4F16pBjOyEYmRQ,우리정글탑갱X,329,66,46,False,False,True,False
GRANDMASTER,EhpVbB4HHNqR8Wz99WbeVn9BTia94rtAI5mSV_8ORlDqyGg,남색빛깔얇은비단,211,47,29,False,False,True,False
GRANDMASTER,TRbJBL-RJak3-x6S0dSTFBnodv9BeT6c1x9D0Lc6zuUqztT2Jv-M6T7bfw,xiangcai,448,62,39,False,False,False,False
GRANDMASTER,w8v8CtOHsMOLhoI-qjp6rBmvb9TFN-oK8cPyYgAFxwgp-Y4,alasseo,251,85,75,False,False,False,False
GRANDMASTER,oP9YjLrtoxexMAKgZPK9aVomqzhknbHUASifORA9U8MkekY,aahoy,212,62,48,False,False,False,False
GRANDMASTER,_gTcZ85gu5rqd_psHppfbARZjmRJRWEPq3a9mNSN5Kh6ujI,유백진,470,149,136,True,False,False,False
GRANDMASTER,czNlTZ0_iPnGgDENPH0fijfPSmggOgbJWfKUectFi6bqoHXQ,the Boxer1,307,177,160,False,False,False,False
GRANDMASTER,FKmdZZ8ogVCSvHrYPcEWq4yoWbfW5McAfnJ-8fh5CJGDw9w,꼼나요,225,113,98,False,False,False,False
GRANDMASTER,6LchoysTHtmBaGR76AZsKKphHv-P-wqRyVzbXNkMyz8oBphTAmdBPkDQsQ,zoe xin,335,95,74,False,False,False,False
GRANDMASTER,F_qyiMlw0AeFOkvmBX9c7E5R1mrlhCC-NAsYc600gVzxhII,강타자다,355,114,92,False,False,False,False
GRANDMASTER,N-CaMpvY1wwumY0ztDWiw8B6aYMNf3DKXs12ALVmUnh5q9w,양희지,406,102,81,False,False,False,False
GRANDMASTER,c9Muw1ibQSRZjLnHchgxUKGSvVNO9tcYZ3hQtHCmVM8ELTaB,젠지보면박음,349,91,75,False,False,False,False
GRANDMASTER,u5eq1Q2zFFhL8I4QFiSh9nLNIwy__UvK55WYFQmCbEbkTf0,렐복치,467,153,132,False,False,False,False
GRANDMASTER,gOFcamru24CiVJjaqsGDn23Gcm6XUh7AaTDpoOJWZ3X5P9g,cxybaby,263,70,63,False,False,False,False
GRANDMASTER,gXE5XfdEg7UifDWQs9DKtRyFbzdZHFSJsiIDVXtp_otcEQA,이기고오싶댱,212,57,50,False,False,True,False
GRANDMASTER,OL3HZ5Muj1DfwCdGIn4UCPdlTQsmBjgTyaSBYPr1nMPCk5s,이성죠,216,96,89,False,False,False,False
GRANDMASTER,sl3xLHY1I-v9JNhQJ7ad7jkayxXGXTimyki-RaarO6PdmHk,카타형,203,205,189,False,False,True,True
GRANDMASTER,rerLE5kC5wPm45w9ELaKjWr3M9T_BuropfDHJ1WQ2qRltdRr1p8-ndDXTg,zxlkcjqwpe,264,86,55,False,False,True,True
GRANDMASTER,su6EmzzWtgBIq12nBie3nBRd4mA8xGuUJAfL4qtIGIEz1CXFqMzP6bQSuA,2020karsa,462,83,59,False,False,False,False
GRANDMASTER,9ysO5eeOe-Zak4MXYH-6GLorkh5PyizLokqc8Lcl521AFw,탑 혜지,339,107,89,False,False,True,False
GRANDMASTER,ndx5g1gXTPSrb12n5CWgDLsp9FH7wVwfI2zEsvm0hvR8YDA,18세 기모진,272,74,64,False,False,True,False
GRANDMASTER,LH91yiSU6YH1WNRr_nGkV6VKk_tc0hh-NuaKlDrTZTVdS6g,BT Sake,205,163,149,False,False,True,False
GRANDMASTER,1ASN0p98OaUiPsbvxmmSw30VoCKVUkCzfIz0qHP7i2y5gBHAwtnaphqbBg,Cyukee,258,143,134,False,False,True,False
GRANDMASTER,HG1zwG0ALq8NskH7RMUgeleNqe0fc6Dy79iRCX_FM_4tPQ,리그오브레전드ll,286,146,127,False,False,False,False
GRANDMASTER,P4CfZ7-z8kDPaondHut1rgtGZ6Ve0ArwCeyaGImVT5YucQM,내일 모레 사망,268,90,77,False,False,True,False
GRANDMASTER,rH9qMNeyiBqhqfTAyoYKqRUYEu9wAIVsIykMOflmmviQjTA,프레임40,200,54,39,False,False,True,True
GRANDMASTER,0B75cDi4fickCJYQiGfn2eKTickolIaUXxQACukUG70ffxo,gtqeti023,203,108,96,False,False,True,False
GRANDMASTER,1trTURTtS5AaRNKPk9pA3uvZNhMJXQdWaGuiktF9DGm7ekA,의성 여포,479,119,112,False,False,True,False
GRANDMASTER,JFIoQZwjHyiNftEyAdytopoeEEgyJaCVkRviAqlrG2xppvaSEleLN4sgDQ,Zap3,336,116,101,False,False,True,False
GRANDMASTER,M5JZaXT-Ch7kXfkaClVmyvu5eWJZRa1SwkDRekEFFbk-Vt4,박치기공룡입니다,484,80,57,False,False,True,False
GRANDMASTER,2Y2l9O1YdFyRNkEf0op6GDbFXTNETfrGmbdqKfaELGwRr-M,yyzx,473,98,85,False,False,False,False
GRANDMASTER,3p5Ht8rPgaSBJFAO0znFoZCqo4FpWeocp8xk4xIwOanxe9U,no name12,178,140,122,False,False,True,False
GRANDMASTER,lxotigQbyKhPhW4fpPYbGJRzsjVs2dq96dxf2x2w4K93jvwv,아프리카TV소신,380,79,59,False,False,True,False
GRANDMASTER,MHwkUSTyNhdnwdOAceNGbXYPD77eq-AYOGU2Djn_n2t1Elw,쫌비킹,424,126,106,False,False,False,False
GRANDMASTER,qfQhsACxxbM2v3Vy6Tnl50AaHhvmcBWZchK9_z7dNjQWK5A,Gen G Punch,308,55,41,False,False,True,False
GRANDMASTER,4SsG0LqubuNGfN2zTK84Ja-soIz9gl6J69VQnmSBNphCw4nPI97e1FNRNw,듀오강의롤베스트,219,67,41,False,False,True,False
GRANDMASTER,OF0xML239EImUobV4ZubMLYoCo_Pb4qzdsgGezKTGu5RsfE,HamBak1,280,54,44,False,False,True,False
GRANDMASTER,DowmnFUEkwavTLA3NULlxTQOy7eBtApePifHNUoO3wfwQOE,podongpodong,215,113,99,False,False,False,True
GRANDMASTER,THVFrhjpUXJxFC40tQ1w5dbce_twYjkwz1I8ACPpOLBByfw,DK ShowMaker,297,44,38,False,False,False,True
GRANDMASTER,S-rRLoZjOVfvtYfRMzTaHYFpvqSkxWCWF7k9Q_WFnBI5__XhCLJ6Vy4rAg,LSB Carrot,227,144,132,False,False,True,False
GRANDMASTER,yeuiUlPdt5T0udEU2M7gNejfaqW9inpYcI7jFnk9QopriA,elole,392,87,72,False,False,False,False
GRANDMASTER,yOBAzZe2SbrZ0ktJvvqLAuRqzD1S53IF3X4NX4csrsdWSPA,물방울석입,400,94,78,True,False,False,False
GRANDMASTER,PGr_IahldoyNqk34bKQ5LvLZiBUpDIiKswGSvK9dTcN8F4o,2020년8월,220,118,100,False,False,True,False
GRANDMASTER,ZCXk-wjQeWXdKsIjZR5M18IV_7YW8vtLDmyUdNqU0teRP_Y,별사탕이좋아요,430,79,54,False,False,True,False
GRANDMASTER,U9RQ5mv_E537yZco9fJsb9ogCMhCBPuerdZhPNDJ55j5YPo,진짜 어려운 롤,210,107,85,False,False,True,False
GRANDMASTER,uuNjBHkk0j5Qx3yRuYkeWyHxCLMQ7YMz-1nrr8TGYcbZ7AU,뽀삐의 피지컬,432,78,52,False,False,False,False
GRANDMASTER,zlrqp2M8G_tW2EtFLqZCJ8DIA6NECihhFbUVcd2EePUKEh4,변세윤,208,154,143,False,False,True,True
GRANDMASTER,lVGdGVU3Zrrs5t-2w0RCnQfPbSepZzMuEENJ3xj0qR4CP4g,슬럼프에갇힌사람,217,64,39,False,False,True,True
GRANDMASTER,ZcHtEXVzDpYhCzrUlW_b_9Pq_EEzzpHqsuRjmKWa8prnTDl6,T1 Smash1,228,63,56,False,False,False,False
GRANDMASTER,KvyEITxfpNVnN9Qo1pIkh_xgEUqjx0FmtormRu65UIw9IEasVnsuwCtFig,sanspareil2,410,165,132,False,False,True,False
GRANDMASTER,Sw1okvHzfDliqI5x6NCJjC7JoxtO7fDJYlro5tMg3u_yrGY9hXrwoKbIXg,bang bu liao wo,274,172,160,False,False,False,False
GRANDMASTER,BgcQaAdF7wANOVf3t2lgXSkwPqsOw8ZscIzws7U7gKSEA6I,꿀잼사과잼,244,37,20,False,False,True,False
GRANDMASTER,Hs0DrjNjk48QkvvxyjqvKd_3MM1QBNCUyD0EIUB54CT947WW50DG5ojL7Q,bao shou zhe mo,238,96,82,False,False,True,False
GRANDMASTER,9zHnvqs1zwaWs1aCX5LWsmrGnf_nm2MKgLX46YDi97Zex9l-,소년가장 원딜,411,133,122,True,False,False,True
GRANDMASTER,-gyXsZJB9DWPd8nX6Gke2oWIHrS0_wtMlb-92sWyKd2vCyTmNRNyCTmXsA,lyy2,257,123,109,False,False,True,False
GRANDMASTER,GzlBKIpkGBudwRJ-lNWN7kMJApO6FCL6U_OHZdWIozQ8kL0,유령송 1시간반복,269,94,70,False,False,True,False
GRANDMASTER,zy9IXo40SU11QEqi8qnH8A2FN3Y9nOtiyHHTCHRQy2KXpHWdV02ZwHPBow,돈많으면세계정복,185,73,61,False,False,True,False
GRANDMASTER,wxoQWz3CiNzAXla4yX4F--dXqCzwzlrEahVbjgKc5Pa7zsY,Mage Supporter ,220,173,160,False,False,True,False
GRANDMASTER,WP6niAF9c8pYu0ABkIZtauAOmolHtwQt-Zyw66izJfc76ao,병장 이승빈,462,115,96,False,False,True,False
GRANDMASTER,DwXqGe813WBqT_0DmaeqO9WbCYs0X8IVK3CBmBOCjt7x6i4,나이트퓨리의선물,481,90,57,False,False,True,False
GRANDMASTER,ijqW9blZ-51MmvyDGQpeCi6hsQAqAL8xoLt1NMwJMn6twNE,뭘 보냐 디질래,318,44,26,False,False,False,False
GRANDMASTER,7ZpGRZGS-1rF9gY2AviyGeCPA-sFI-QRdDPcWID-_UpQOhE,청년 이상호,372,162,146,False,False,True,False
GRANDMASTER,SdSbUyyJDGF4meTxR65R372K9U4nGET78DhA9Sre6cpeDQ,SnowFlow2r,332,75,68,False,False,False,False
GRANDMASTER,dCRnVrzpEuSrLRU8C68hhzRJW4dK8l8rkIZC2wJnV6DE7TI,고마워요감사해요,205,88,78,False,False,True,True
GRANDMASTER,jslKECuw07kABP1R0Qq65GcMnS1SLcFVyqxhwSRbFWDB8SE,Shadow Ming9,268,117,107,False,False,True,False
GRANDMASTER,X_jmtErDHQhk6FAR2FgmufuF6hpom4GDxHqDU2mEk_0Ro3FkbYJyLmePUA,CN Wuhan ,412,276,259,False,False,True,False
GRANDMASTER,L3xcljx6auq0s3sQ5MUQH_-MvGIbMBOaTUmgSNBxwshHIU3iQVF1B7hs9w,kgcjhADHSADN,431,93,63,False,False,True,False
GRANDMASTER,PslDMDUxSfvZGIv6A8ZfEfMp0_-bu96xBy0gEinV7eOnlfWsj8WdElAwAQ,Epilogue for u,466,207,199,False,False,True,False
GRANDMASTER,JO5EfWY6MwsDoNpsjOBtnLZVX4sZ_UU6HWnNguoug4Lt7sE,Love ShengJiaran,385,140,120,False,False,False,False
GRANDMASTER,Kcivr319qYX9yTqLLvGCkZbHmh_ST6F7WbE5mj1KHWGOaog,LaPerm,205,94,76,False,False,True,True
GRANDMASTER,tEP0h9HVjH_wUlsQEe3JKvEzpVjWPiMoDoAen83DX1JYUUA,하뭉이내끄,251,68,53,False,False,True,True
GRANDMASTER,mQIKrIv34xl-58CDPd2eqoyFZ95nuvQyzBtbcXqz_bi2lLo,빵정호,228,71,53,False,False,True,False
GRANDMASTER,szb9H_IeCEzP-Y-zQ7Ak0QVSdV0Fk_B_2HICQn1LHfwK2UI,PureLlne,265,101,89,False,False,False,False
GRANDMASTER,ZmKYXpC9sum1i4YI8plyU3qMjn63QdsU8giBY4pvR57AuXxPZbg9iCpzxg,manmanO,239,60,50,False,False,True,False
GRANDMASTER,IWqYrMdEbjSs5rSpiu8CQywq1FB3_DFEth8j_9IQAte6z7Q,노런색,215,125,117,True,False,False,False
GRANDMASTER,vx0pZeBrGVVpm09Rk98bVlryKvMwfS7j-HSv1wh1wZ3Bsp8,재선이,203,121,69,False,False,True,True
GRANDMASTER,GNFh-vEvVmX3zj_nwMzI00nbkVfb1KM2GPJ_3PJVPeT86A,카오스는해봤냐,262,91,71,False,False,False,True
GRANDMASTER,YZiP4FIZnU8xGV2tB3whxuuTM7e6AnvUQARJhgHNpSV2II8Whw6xEZ__XQ,아빠함번미드봐,206,94,56,False,False,False,True
GRANDMASTER,qY3XEuzHsrf4U8Gq1hvFPCydk1jjHeANyW-cp1ecQv0n2B4,happy   game ,366,89,77,False,False,False,False
GRANDMASTER,eaPwlQkQDzLGRDpbufPzEEg_k_mrxzM29ksxcEEJ5kKiVEtYvVbW_4FIag,FA Raphael,202,65,54,False,False,True,False
GRANDMASTER,BSXNxNpCjQ-dam6tFXqD1zdkOfwp_S0-9IJbQWizupDrg10,ggggggffggg,240,55,43,False,False,False,True
GRANDMASTER,6w4gqUQkCHYzeYQJ9PTPcyDA2QtWMPnPsy8TinKIjZMu02ZmrlbLEJHQrQ,자신감이 곧 실력,204,76,63,False,False,True,False
GRANDMASTER,efIyOCp7ShmznIioV8hvxOG5uevFIqsXHFZQfxkOn06gqqTgvKwoJqEVUA,143167947547,207,33,29,False,False,False,False
GRANDMASTER,DESuwoddi6CSXJhQxQt5zHsBBEJjFnZziDlR7YEC-aOMhYpQpuM_8vd1hw,농바 심이탈,239,65,36,False,False,True,True
GRANDMASTER,KMrQLiyREN0p-fYn5BPnFsjsD9hNNwl60G0UW4EBvPmPhDs,PSG Tank,251,84,59,False,False,True,True
GRANDMASTER,jkFHzrSlpDrixXirLMwrDaJJsak2BuPer7LyBojH1Tn7sq_OsPIYU6O8kQ,끝날때까지잘할게,343,65,48,False,False,False,False
GRANDMASTER,AWZ-vGNVrQwFFbFM7IVq4pUI5sCJ9WyGVUPMOerM-Gl0hlM,젤라또 푸딩,415,214,162,False,False,False,False
GRANDMASTER,TamgnmF9v9zFx9an8O998i97JaJj_8uKupyTbrtzZS4-rL9MxDtGAEX6OQ,akya zack,194,75,59,False,False,True,False
GRANDMASTER,poF3Lsdz3NkMEs5YI_NBKJXMcRMQluzBLEUS-drLpToufw,61110002,339,137,137,False,False,True,True
GRANDMASTER,KExZgRPC7bKOehn1uHkoULYaPXGe2-vtNkxOXsxW8hV2BTY,패치가가장강하다,435,71,36,False,False,False,False
GRANDMASTER,J8SGKlNdS1DbDe61erAaqTJLxJdBLcISohrycTtrAS5vxg,올라인으로챌린져,211,119,100,False,False,True,False
GRANDMASTER,plCZ5bqeSubLohhk3OnGihdCFMbxFt0T3tlw7NiLThm6kJDa,beleubantoseu,377,214,190,False,False,True,False
GRANDMASTER,yJV19xioYDUh6QmveKzC9xvTMhTK3jwVFTg167TOhYO2SA,FIORAKlNG,290,72,63,False,False,True,False
GRANDMASTER,1X8q0WO7unygxyzqTe8rMy6UwnEsIpDlSLMjUgeqlohc3Bg,KT Way,285,51,43,False,False,False,False
GRANDMASTER,LN-G2tyFZfiOPibEvAWtUao9DriNjObdFjOU8PgZ-OeYXoc,연습용124,351,80,74,False,False,True,False
GRANDMASTER,6v2eVY8-r-0GUTcX2WmyJTQlw-9JKUxx8JRX7EJqtid-TNg,MedunLo,381,104,89,False,False,True,False
GRANDMASTER,W0GC5mgKl_JRQO3mYWSGyujF75c857aDB2YrrjENE881qMU,골목대장 태훈이,295,48,32,False,False,True,False
GRANDMASTER,3wnib0lFOQFa_ZfShX29FCLd3qwLppT34t7tx-AHNVHH9Vw,cryscata,353,101,83,False,False,False,False
GRANDMASTER,dqMmmSgr8u0GlW51N0-phVdGnrv71amS29ORSWy47snSevN6_fK8UFRCDw,Nox808,231,138,128,False,False,True,False
GRANDMASTER,Ks3-mVfFjRJyHuK7_oXwNQmwLOjToDEeOJElz-op31gzFcXMiOqHTaEuGA,버프줘바,241,71,55,False,False,False,False
GRANDMASTER,A8IMOIp4VB2Y-BdkA9kf-pzgz7cBBa4Tz78VM398bujtS7L6Mgf8GkF4Sw,Yagao12,533,78,44,False,False,True,True
GRANDMASTER,knwz8yQpx0WmPWuCJvOB73Xcqrluoeh2WsfRUhQp4Zj6v3osqjdKPClaEw,지금바로너랑애월,347,52,39,False,False,False,False
GRANDMASTER,iAPJpKbnIPkM_-5m4TdREzI25M0ks7WTaxeCUbK3g-kHV48krPsYdhTlQw,Anni,207,75,66,False,False,True,True
GRANDMASTER,nvEL6DyKG7gRhVJTRC5JNKPb68lcfU2BQzqe-5hpOoibjJ0,Uneasy12,446,95,81,False,False,True,False
GRANDMASTER,NxWufwI-Wi0tErTm2uQqC4USNe6sW1Z4kAotcsaRbNYmbLg,Switch Lanes,309,82,66,False,False,False,False
GRANDMASTER,oya3KAQq0hteb1aoHNbtfjYr4N9cMDTjnoWp_dhbFNA2TBOu,트위치 미드동선,200,56,27,False,False,True,True
GRANDMASTER,ZxDW-WYMFSZaryA0dJAvf5e8rzHgkN7bwzu8_K3U8t9B5pQ,간디도롤하면폭력,347,179,160,True,False,False,False
GRANDMASTER,p7WjsFvV4PsThodzgF7tBdTvOSPc17RbRPGAOwRPV18G1kneRgv5X_1BIw,yue xiang yue qi,222,59,45,False,False,True,False
GRANDMASTER,Md3YrpXadfEQUppBgXvbcCErc5IytPJuxhvbHpS1L51LkgqztI2qo7NFLg,pure1ove,275,53,30,False,False,True,False
GRANDMASTER,1EoOajwv4UKZLCRuv7tjSJ83g97d80-RiGAhB3I8x33M5nZ8Iu_s2AShYg,JUNGIE GOD 12,465,238,216,False,False,True,True
GRANDMASTER,mztizjtcjFS0S0H-QQ2XOP9evQOlsnfGGJjiNHrBjK1vCw,Sleepwalker,212,108,87,False,False,True,True
GRANDMASTER,LTMzHpIEdjWBiej_5C6u_aWxj5zKkMvmBheCiRBhHzi8TCrsVOxPhomrQg,hulatang,364,121,102,False,False,True,False
GRANDMASTER,zUvcI2Cw6XDiOMu8qSrVqQeGRAy0EqLPFMTKJ_3GYOvd1w,위믹스노애미,447,100,84,False,False,False,True
GRANDMASTER,XoTXHi3xdZLz98xA9R66YXNVF1yQjT9mLml0L9thg7QogScoYiDPg5_DUg,askjdfkajoseke,232,63,51,False,False,True,True
